# x_m, y_m, w_tr_right_m, w_tr_left_m
0.7436870765010006,11.0692052536359,1.1,1.1
0.8719009244630023,10.9614686827731,1.1,1.1
0.9967106522846017,10.8501497067109,1.1,1.1
1.1292494206636015,10.7425343689398,1.1,1.1
1.2487151884749021,10.624676616426,1.1,1.1
1.3645583094549014,10.5040718490902,1.1,1.1
1.476557869671801,10.3804752518044,1.1,1.1
1.583965420809701,10.2544834581518,1.1,1.1
1.6991914286399012,10.1171127366416,1.1,1.1
1.8012548272911015,9.98451947303647,1.1,1.1
1.8988857894644013,9.84929778911153,1.1,1.1
1.9925158343182012,9.71134289419232,1.1,1.1
2.097915252685601,9.56503976229808,1.1,1.1
2.184946832468702,9.42201197097265,1.1,1.1
2.2689508563697007,9.27688469710779,1.1,1.1
2.348297819707902,9.12877827613626,1.1,1.1
2.4250225988343015,8.97881096760527,1.1,1.1
2.511909388499001,8.83986630388687,1.1,1.1
2.5829556203756017,8.68837431477959,1.1,1.1
2.651500903238901,8.53605236863696,1.1,1.1
2.716409321755302,8.38209917532824,1.1,1.1
2.779077838830201,8.2270949881792,1.1,1.1
2.8392604871610008,8.07161219553569,1.1,1.1
2.8976378878301006,7.9005354401029,1.1,1.1
2.953379828868602,7.74172923888599,1.1,1.1
3.0067722042373006,7.58194206947765,1.1,1.1
3.058606253136201,7.42145025372845,1.1,1.1
3.109404374868502,7.26047012892423,1.1,1.1
3.177513850887502,7.10160175089848,1.1,1.1
3.230463785709002,6.93984929025642,1.1,1.1
3.2837413407412015,6.778238066432,1.1,1.1
3.3362123268294006,6.61632962810363,1.1,1.1
3.3891270395472013,6.45496019258454,1.1,1.1
3.4603847667780006,6.30175458194224,1.1,1.1
3.5169535227541022,6.14264960105272,1.1,1.1
3.5746218183780023,5.98483492765787,1.1,1.1
3.633300134340402,5.82822541547865,1.1,1.1
3.6994005708599023,5.6767588945298,1.1,1.1
3.7625284245572015,5.5247846258354,1.1,1.1
3.8277982319047013,5.37450819774881,1.1,1.1
3.8950255818820008,5.22395478357946,1.1,1.1
3.963890510752101,5.07308803427241,1.1,1.1
4.044133659278902,4.91669435829382,1.1,1.1
4.120732723575202,4.76524862001232,1.1,1.1
4.200802055149801,4.61520458023203,1.1,1.1
4.284878919218002,4.46376599646831,1.1,1.1
4.373538333650302,4.31271955835628,1.1,1.1
4.476311682616901,4.15460577937238,1.1,1.1
